code,zh_tw
span.classlineins.transform.insspan.the.way.professional.communities.enable.and.enrich.relationships,幫助全球的專業組織和社群通過創新、 <span class="line"><ins>變革提升關係管理</ins></span>，加強組織內部及組織之間的聯繫 及人與人之間的關係。
what.visible.changes.will.there.be.on.the.platform,系統平臺中會有哪些明顯的變化呢？
login.information,登陸資訊
how.will.this.affect.your.organization,這一變更會對您的組織機構產生怎樣的影響？
update.your.api,更新您的 API
how.will.this.affect.my.organization,這一變更會對我的組織機構產生怎樣的影響？
how.to.communicate.this.change.with.my.members.attendees.and.other.stakeholders,我該如何跟我的會員 / 參會者 / 股東溝通這次品牌名稱變更的事宜呢？
glue.up.logo,Glue Up 品牌 Logo
manager.up,Manager Up
premium.user.experience.battle.tested.for.your.absolute.comfort.our.ceo.uses.manager.up.daily.too,Glue Up 雲平臺優質且流暢的用戶體驗，受到了全球眾多客戶的高度認可，不僅為您提供便捷的操作，更幫助您為您的目標受眾帶去不一樣的體驗。
automate.operationsbr.increase.engagement,雲端自動化管理，<br>助力您提升關係互動
business.never.sleepsbr.neither.should.your.community,業務發展不止步<br>社群發展不停歇
what.happens.with.my.published.events,對於那些已發佈的活動，會有什麼影響呢？
what.happens.if.i.have.linked.certain.pages.of.eventbank.on.my.website,如果我已經將一些網站與我的 EventBank 網站實現了連接，這會對我造成什麼影響？
what.happens.if.i.have.integrated.other.apps.such.as.xero.quickbooks.zoom.or.google.analytics,如果我已經完成了與 Xero、Quickbooks、Zoom 或 Google Analytics 的功能集成，這會對我造成什麼影響？
what.if.i.am.using.an.eventbank.sender.domain.i.e.infocompanyname.eventbankmail.com,如果我現在使用的是帶有 EventBank 尾碼的發件人功能變數名稱（例如：info@companyname.eventbankmail.com），這會對我造成什麼影響？
what.should.i.tell.my.membersregistered.attendeesother.stakeholders,我該如何跟我的會員 / 參會者 / 股東溝通這次品牌名稱變更的事宜呢？
what.if.i.am.using.api,如果現在正在使用 API，這會對我造成什麼影響？
what.will.happen.to.my.contract.with.eventbank,這對我在 EventBank 捷會易雲平臺中儲存的聯繫人資訊會有什麼影響嗎？
i.am.a.member.of.an.organization.what.happens.to.my.profile,我是某個組織的會員，請問這一變更會對我的個人資訊產生什麼影響嗎？
i.have.registered.for.an.event.what.happens.to.my.future.and.past.event.registrations,我剛註冊完一場活動，請問這會對我過去參加過的，或是未來要參加的活動，產生什麼影響嗎？
what.will.change.at.eventbank,對 EventBank 捷會易而言，這一變化意味著什麼？
what.will.change.for.you.as.client,對客戶而言，這一變化意味著什麼？
what.will.change.for.the.users,對平臺用戶而言，這一變化意味著什麼？
our.new.name,我們的新品牌名稱
our.new.visual.identity,我們新的設計呈現
our.website,我們的網站
what.changes.at.eventbank,對 EventBank 捷會易而言，這一變化和影響是什麼？
what.changes.for.you.as.client,作為客戶，這一變更會讓您受到哪些影響？
our.name,我們的品牌名稱
our.logo,我們的 Logo
what.does.not.change,有什麼是沒有改變的呢？
item2,1
item3,2
formerly,原品牌名稱
eventbank.is.now.span.classfont.weight.boldglue.upspan,EventBank 捷會易現正式更名為<span class="font-weight-bold">Glue Up！</span>
you.are.receiving.this.email.because.you.opted.in.via.our.website,您同意接收來自 Glue Up 網站的郵件。
a.glue.up.expert.will.be.in.touch.with.you.shortly.to.schedule.your.demo.in.the.meantime.here.is.more.information.about.our.process.so.you.know.what.to.expect,Glue Up 的產品專家會儘快與您聯繫。這裏還有更多相關資訊，供您參考。
if.you.need.to.contact.us.you.can.reach.out.via.the.live.chat.in.the.right.corner.of.our.website.or.a.hrefhttpsglueup.comcontactcall.any.of.our.global.offices.a,如有需要或有任何疑問，您可以通過網站右下角的聊天窗口，<a href="https://glueup.com/contact">或致電我們任何一個全球辦公室</a>，與我們取得聯繫。
alternatively.you.can.also.reply.to.this.email.with.any.questions.you.might.have,您還可以將您的問題通過回復本郵件的方式，告訴我們。
subscribe.to.our.span.classlineinsnewsletterinsspan,訂閱我們的<span class="line"><ins>最新資訊</ins></span>
associations.chambers,協會 & 商會
donations.fundraising.ngos,NGO 組織的捐款與資金籌集管理
professional.training.and.learning,專業的線上培訓與課程學習
what.is.changing,與之前相比，有什麼變化嗎？
glue.upspan.stylecolor0d62fe.span.zoom.span.classlineinsintegration.insspan,Glue Up<span style="color:#0d62fe;"> +</span> Zoom <span class="line"><ins>功能集成 </ins></span>
association.management.software,協會管理雲解決方案
chamber.of.commerce.management.software,商會管理雲解決方案
consultancy.firm.event.management.software,諮詢公司活動行銷雲解決方案
conference.management.software,會議管理雲解決方案
get.your.copy,
non.profit.community.management.software,非營利組織管理雲解決方案
training.management,培訓管理
if.you.are.looking.for.more.quality.content.make.sure.to.check.out.our.recent.articles.below,想瞭解更多高質量的行業資訊嗎？快點擊查看我們的最新博客吧：
if.you.are.looking.for.more.quality.content.here.are.some.articles.from.our.blog.you.might.enjoy,想瞭解更多高質量的行業資訊嗎？快點擊查看我們的最新博客吧：
learn.more.about.community.engagement.and.glue.up,瞭解更多社群互動與 Glue Up 的資訊 
read.more,閱讀更多
join.us,加入我們
get.the.latest.updates.in.your.inbox,獲取最新的資訊郵件
subscribe,訂閱
